,Do_Not_Email,Total_Visits,Website_Time_Spent,PVPV,LD_ORIGIN_Lead Add Form,OCCU_Working Professional,LST_NTB_ACT_Email Link Clicked,LST_NTB_ACT_Email Opened,LST_NTB_ACT_Modified,LST_NTB_ACT_Olark Chat Conversation,LST_NTB_ACT_Page Visited on Website,LST_ACT_Converted to Lead,LST_ACT_Email Bounced,LD_SRC_Welingak Website,ProspectID_X,Converted,Conversion_Prob,ProspectID_y,final_predicted
71,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,6258,0,0.1631734653873947,6258,0
72,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,802,1,0.9877587198885883,802,1
73,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,2122,1,0.9642515071862611,2122,1
74,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,2797,1,0.9642515071862611,2797,1
75,0,0.28125,0.035651408450704226,0.28125,0,0,0,1,0,0,0,0,0,0,694,0,0.14868942682494732,694,0
76,0,0.09375,0.03301056338028169,0.09375,1,0,0,1,0,0,0,0,0,0,5676,0,0.8714161248937269,5676,1
77,0,0.09375,0.1034330985915493,0.1875,0,0,0,1,0,0,0,0,0,0,508,0,0.17464734815624627,508,0
78,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1615,1,0.44932496699871777,1615,1
79,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,3467,0,0.053167431169329316,3467,0
80,0,0.0625,0.21919014084507044,0.125,0,0,0,1,0,0,0,0,0,0,3251,0,0.27627255599613854,3251,0
81,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,6474,0,0.053167431169329316,6474,0
82,0,0.0625,0.6830985915492958,0.125,0,0,0,0,1,0,0,1,0,0,2303,0,0.3392015857219117,2303,0
83,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,6553,1,0.1631734653873947,6553,0
84,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,4664,0,0.1631734653873947,4664,0
85,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,9165,1,0.1045658048383487,9165,0
86,0,0.09375,0.06778169014084508,0.09375,0,0,0,1,0,0,0,0,0,0,8379,0,0.19126051627687318,8379,0
87,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,366,0,0.1631734653873947,366,0
88,0,0.0625,0.061179577464788734,0.125,0,0,0,0,1,0,0,1,0,0,3030,0,0.03834139005213161,3030,0
89,0,0.1875,0.03345070422535212,0.1875,0,1,0,1,0,0,0,0,0,0,1800,1,0.7510297089021895,1800,1
90,0,0.125,0.04445422535211268,0.25,0,0,0,1,0,0,0,0,0,0,92,0,0.12900637776111346,92,0
91,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5956,1,0.44932496699871777,5956,1
92,0,0.09375,0.04709507042253521,0.1875,0,0,0,0,1,0,0,0,0,0,1852,0,0.09135454847563895,1852,0
93,1,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,8694,0,0.02754595218687229,8694,0
94,0,0.0625,0.3001760563380282,0.125,0,0,0,0,0,0,0,0,0,0,1158,1,0.6902148462788144,1158,1
95,0,0.09375,0.055897887323943664,0.1875,0,0,0,1,0,0,0,0,0,0,6935,0,0.14825547900639785,6935,0
96,0,0.375,0.5959507042253521,0.375,0,0,0,1,0,0,0,0,0,0,5466,0,0.6157741495222159,5466,1
97,0,0.15625,0.5431338028169014,0.104375,0,0,0,1,0,0,0,0,0,0,200,1,0.6449237090235699,200,1
98,0,0.40625,0.577024647887324,0.11625,0,0,0,1,0,0,0,0,0,0,4974,1,0.7617821649131922,4974,1
99,1,0.25,0.05677816901408451,0.5,0,0,0,0,1,0,0,0,0,0,8365,0,0.014120305922925585,8365,0
100,0,0.15625,0.4837147887323944,0.15625,0,0,0,0,0,0,0,0,0,0,6080,0,0.8377369063204415,6080,1
101,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5189,1,0.44932496699871777,5189,1
102,0,0.09375,0.08230633802816902,0.09375,0,0,0,0,0,1,0,0,0,0,3157,0,0.06741854673520437,3157,0
103,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,5046,0,0.1631734653873947,5046,0
104,0,0.15625,0.03125,0.3125,0,0,0,0,1,0,0,0,0,0,1461,0,0.06971219115440783,1461,0
105,0,0.125,0.8248239436619719,0.25,0,0,0,0,0,0,0,0,0,0,1324,1,0.9386548945416132,1324,1
106,1,0.03125,0.042693661971830985,0.0625,0,0,0,0,1,0,0,0,1,0,4097,0,0.007838845973480321,4097,0
107,0,0.15625,0.17649647887323944,0.3125,0,0,0,0,0,0,0,0,0,0,4985,0,0.48743971686353377,4985,1
108,0,0.21875,0.8534330985915494,0.145625,0,0,0,1,0,0,0,0,0,0,337,0,0.8668178661202449,337,1
109,0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,446,1,0.9840668127748161,446,1
110,0,0.0625,0.06073943661971831,0.125,0,0,0,1,0,0,0,0,0,0,6320,0,0.1660267357103898,6320,0
111,1,0.15625,0.13028169014084506,0.15625,0,0,0,0,1,0,0,0,0,0,3545,0,0.04026276806433836,3545,0
112,0,0.0625,0.46742957746478875,0.0625,0,0,0,0,0,0,0,0,0,0,7450,1,0.8402522007372969,7450,1
113,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,4908,0,0.1045658048383487,4908,0
114,0,0.0625,0.058978873239436624,0.125,0,0,0,1,0,0,0,0,0,0,7822,0,0.16502757379436805,7822,0
115,0,0.1875,0.1870598591549296,0.375,0,0,0,1,0,0,0,0,0,0,4808,0,0.1747025346702581,4808,0
116,0,0.0,0.0,0.0,1,1,0,1,0,0,0,0,0,0,7927,1,0.9903965099687372,7927,1
117,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,3498,1,0.9877587198885883,3498,1
118,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,5081,0,0.10894579470784503,5081,0
119,0,0.09375,0.02200704225352113,0.1875,0,0,0,1,0,0,0,0,0,0,7530,0,0.13151872825324656,7530,0
120,0,0.0625,0.3164612676056338,0.125,0,0,0,1,0,0,0,0,0,0,2318,0,0.3627681554592902,2318,0
121,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,7877,1,0.9877587198885883,7877,1
122,0,0.125,0.2649647887323944,0.125,0,0,0,0,1,0,0,0,0,0,2616,0,0.23633570647242608,2616,0
123,0,0.09375,0.14128521126760563,0.1875,0,0,0,1,0,0,0,0,0,0,9180,0,0.19821007292503728,9180,0
124,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1784,0,0.1631734653873947,1784,0
125,1,0.09375,0.06690140845070423,0.09375,0,0,0,0,1,0,0,0,0,0,4538,0,0.03309809069655689,4538,0
126,0,0.125,0.4678697183098592,0.25,0,1,0,1,0,0,0,0,0,0,7121,1,0.9310191786371996,7121,1
127,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,4609,0,0.1631734653873947,4609,0
128,1,0.09375,0.03917253521126761,0.1875,0,0,0,1,0,0,0,0,0,0,878,0,0.03792273128783388,878,0
129,0,0.09375,0.12588028169014084,0.1875,0,0,0,0,1,0,0,0,0,0,8037,0,0.12201317761053827,8037,0
130,0,0.0625,0.5814260563380281,0.125,0,1,0,1,0,0,0,0,0,0,4869,1,0.9643542579776202,4869,1
131,0,0.125,0.12940140845070422,0.25,0,0,0,1,0,0,0,0,0,0,283,0,0.17353894116425367,283,0
132,0,0.3125,0.4762323943661972,0.208125,0,0,0,0,1,0,0,0,0,0,2229,0,0.4528856944615856,2229,1
133,0,0.03125,0.6377640845070423,0.0625,0,0,0,0,1,0,0,1,0,0,3667,1,0.3232851545427626,3667,0
134,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,7428,0,0.1045658048383487,7428,0
135,0,0.09375,0.0035211267605633804,0.09375,0,0,0,0,0,0,0,0,0,0,4482,1,0.43181178332020903,4482,0
136,1,0.15625,0.5779049295774648,0.104375,0,0,0,0,1,0,0,0,0,0,2045,0,0.23334820002056883,2045,0
137,0,0.15625,0.06734154929577466,0.15625,0,0,0,0,0,0,1,0,0,0,6307,0,0.11352116870154179,6307,0
138,0,0.25,0.44630281690140844,0.5,0,0,0,1,0,0,0,0,0,0,8277,1,0.3282042178962061,8277,0
139,0,0.1875,0.003961267605633803,0.375,0,0,0,0,0,0,0,0,0,0,4177,0,0.294515979251114,4177,0
140,0,0.09375,0.0625,0.1875,0,0,0,1,0,0,0,0,0,0,5884,0,0.15171362797384316,5884,0
141,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1246,0,0.1045658048383487,1246,0
142,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,9056,0,0.10894579470784503,9056,0
143,0,0.09375,0.5748239436619719,0.1875,0,0,0,1,0,0,0,0,0,0,8987,1,0.5947794169866513,8987,1
144,0,0.0625,0.17253521126760563,0.125,0,0,0,0,0,0,0,0,0,0,6004,0,0.5687337301918309,6004,1
145,0,0.15625,0.0743838028169014,0.15625,0,0,0,0,1,0,0,0,0,0,1962,0,0.12084795950760219,1962,0
146,0,0.15625,0.4555457746478873,0.15625,0,0,0,1,0,0,0,0,0,0,4687,0,0.5235681921112805,4687,1
147,0,0.125,0.6069542253521127,0.25,0,0,0,0,0,0,0,0,0,0,6486,1,0.8620916640261412,6486,1
148,0,0.0625,0.026848591549295774,0.125,0,0,0,0,1,0,0,1,0,0,6225,0,0.03346604604651214,6225,0
149,0,0.15625,0.37191901408450706,0.15625,0,0,0,0,1,0,0,0,0,0,4585,1,0.3182244984591562,4585,0
150,0,0.34375,0.0035211267605633804,0.08625,0,0,0,1,0,0,0,0,0,0,8125,0,0.22684993549885013,8125,0
151,0,0.125,0.3380281690140845,0.25,0,0,0,1,0,0,0,0,0,0,2186,0,0.33102182128531155,2186,0
152,0,0.15625,0.09286971830985916,0.3125,0,0,0,1,0,0,0,0,0,0,1476,0,0.13880474658606265,1476,0
153,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,7135,0,0.1045658048383487,7135,0
154,0,0.125,0.12544014084507044,0.25,0,0,0,0,1,0,0,0,0,0,7997,0,0.11010043554617954,7997,0
155,0,0.09375,0.07966549295774648,0.1875,0,0,0,0,0,0,0,0,0,0,7328,1,0.445395817779729,7328,1
156,0,0.1875,0.16681338028169015,0.125,0,0,0,0,0,0,0,0,0,0,5350,0,0.6183879761825772,5350,1
157,0,0.09375,0.6672535211267606,0.1875,0,0,0,0,0,0,0,0,0,0,2835,1,0.8997931569648857,2835,1
158,0,0.15625,0.5677816901408451,0.104375,0,0,0,0,0,0,1,0,0,0,7409,1,0.5358065982600192,7409,1
159,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1897,1,0.9642515071862611,1897,1
160,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,8891,1,0.7942522783937597,8891,1
161,0,0.03125,0.05545774647887324,0.0625,0,0,0,0,1,0,0,1,0,0,1082,0,0.04183710781438684,1082,0
162,0,0.0625,0.6848591549295775,0.125,0,0,0,1,0,0,0,0,0,0,8409,1,0.7211684256132569,8409,1
163,0,0.15625,0.29137323943661975,0.15625,0,0,0,0,0,0,0,0,0,0,8915,1,0.7008214018189548,8915,1
164,0,0.125,0.023327464788732395,0.125,0,0,0,0,0,0,1,0,0,0,2282,0,0.09907027714644794,2282,0
165,0,0.09375,0.009683098591549297,0.1875,0,0,0,0,1,0,0,0,0,0,4108,0,0.07937120473928418,4108,0
166,1,0.09375,0.017605633802816902,0.1875,0,0,0,0,0,0,0,0,0,0,8628,0,0.13115882026332387,8628,0
167,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,7353,0,0.1045658048383487,7353,0
168,0,0.1875,0.12191901408450705,0.125,0,0,0,0,0,0,1,0,0,0,7317,0,0.15607221286449208,7317,0
169,0,0.125,0.136443661971831,0.25,0,0,0,0,1,0,0,1,0,0,6625,0,0.04141950135941189,6625,0
170,0,0.1875,0.426056338028169,0.1875,0,0,0,0,1,0,0,0,0,0,1001,0,0.3616937889763755,1001,0
171,1,0.09375,0.1949823943661972,0.09375,0,0,0,0,1,0,0,0,0,0,3091,0,0.05476533477084081,3091,0
172,0,0.09375,0.17033450704225353,0.0625,0,0,0,0,0,1,0,0,0,0,5816,0,0.10161008613033953,5816,0
173,0,0.09375,0.30545774647887325,0.1875,0,0,0,0,1,0,0,0,0,0,3764,0,0.22518995974945133,3764,0
174,0,0.21875,0.6936619718309859,0.4375,0,0,0,1,0,0,0,0,0,0,3875,1,0.6021447259389069,3875,1
175,0,0.5,0.7940140845070423,0.166875,0,0,0,1,0,0,0,0,0,0,2121,1,0.8896352365102926,2121,1
176,0,0.0625,0.8001760563380282,0.125,0,0,0,0,0,0,0,0,0,0,7641,1,0.9456008080114904,7641,1
177,0,0.28125,0.4951584507042254,0.5625,0,0,0,1,0,0,0,0,0,0,553,1,0.3475127685623164,553,0
178,0,0.34375,0.30149647887323944,0.34375,0,0,0,1,0,0,0,0,0,0,59,0,0.3296734878366539,59,0
179,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,7802,0,0.053167431169329316,7802,0
180,0,0.1875,0.19234154929577466,0.1875,0,0,0,1,0,0,0,0,0,0,7804,0,0.2658865920287402,7804,0
181,0,0.0625,0.1346830985915493,0.125,0,0,0,0,1,0,0,0,0,0,5416,0,0.13908269430756706,5416,0
182,0,0.0625,0.707306338028169,0.125,0,0,0,0,1,0,0,0,0,0,682,0,0.6294374478067922,682,1
183,1,0.125,0.3692781690140845,0.25,0,0,0,0,0,0,0,0,0,0,684,0,0.3634916931855178,684,0
184,0,0.15625,0.009683098591549297,0.3125,0,1,0,0,0,0,0,0,0,0,2314,1,0.8846174643618893,2314,1
185,0,0.09375,0.0897887323943662,0.1875,0,0,0,0,1,0,0,0,0,0,7163,0,0.1069967571444372,7163,0
186,0,0.0625,0.06294014084507042,0.125,0,0,0,0,0,0,0,0,0,0,7019,1,0.45670717865627014,7019,1
187,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1125,0,0.1631734653873947,1125,0
188,0,0.09375,0.20994718309859156,0.1875,0,0,0,0,1,0,0,0,0,0,7751,0,0.1640911772215911,7751,0
189,0,0.15625,0.09859154929577466,0.104375,0,0,0,0,0,0,1,0,0,0,74,0,0.14377458429176795,74,0
190,1,0.15625,0.06778169014084508,0.3125,0,0,0,0,0,0,0,0,1,0,6910,0,0.03728235940026758,6910,0
191,0,0.0625,0.08714788732394367,0.125,0,0,0,0,1,0,0,0,0,0,8758,0,0.11730136632630266,8758,0
192,0,0.3125,0.5303697183098591,0.15625,0,0,0,0,0,0,0,0,0,0,6313,1,0.892840888998776,6313,1
193,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,6226,0,0.1045658048383487,6226,0
194,0,0.0625,0.6839788732394366,0.125,0,1,0,1,0,0,0,0,0,0,2043,1,0.9763206386295195,2043,1
195,0,0.125,0.026848591549295774,0.25,0,0,0,0,1,0,0,0,0,0,1047,0,0.07622365309269596,1047,0
196,0,0.375,0.14656690140845072,0.25,0,1,0,1,0,0,0,0,0,0,2307,1,0.850862851127427,2307,1
197,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,8450,0,0.1631734653873947,8450,0
198,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,1,1663,1,0.9797260347598474,1663,1
199,0,0.125,0.06866197183098592,0.083125,0,0,0,0,0,0,0,0,0,0,3223,1,0.5199315466775066,3223,1
200,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,4036,1,0.1631734653873947,4036,0
201,0,0.0625,0.06866197183098592,0.125,0,0,0,0,1,0,0,0,0,0,583,0,0.10966276516886421,583,0
202,0,0.125,0.5154049295774648,0.25,0,1,0,0,1,0,0,0,0,0,1595,1,0.9076329580218243,1595,1
203,0,0.0625,0.029929577464788734,0.125,0,0,0,0,0,0,0,0,0,0,7686,1,0.4233011543808484,7686,0
204,0,0.0625,0.5563380281690141,0.125,0,0,0,1,0,0,0,0,0,0,2364,1,0.6040121371525021,2364,1
205,0,0.15625,0.4951584507042254,0.3125,0,0,0,1,0,0,0,0,0,0,4291,1,0.45701351187176353,4291,1
206,0,0.09375,0.38336267605633806,0.1875,0,0,0,1,0,0,0,0,0,0,3002,0,0.4006165448344282,3002,0
207,0,0.0625,0.12764084507042253,0.125,0,0,0,1,0,0,0,0,0,0,9123,0,0.20764575284030673,9123,0
208,0,0.09375,0.5647007042253521,0.1875,0,0,0,0,1,0,0,0,0,0,2480,1,0.45747214161496985,2480,1
209,1,0.125,0.15316901408450703,0.25,0,0,0,0,1,0,0,0,1,0,8586,0,0.008748392248558473,8586,0
210,0,0.0625,0.1624119718309859,0.125,0,0,0,1,0,0,0,0,0,0,1341,1,0.23213209812789487,1341,0
211,0,0.25,0.1368838028169014,0.25,0,0,0,0,0,0,0,0,0,0,7424,1,0.5326860119419449,7424,1
212,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,4792,0,0.049373340661573874,4792,0
213,0,0.125,0.26848591549295775,0.25,0,0,0,1,0,0,0,0,0,0,944,1,0.27105134635781947,944,0
214,1,0.25,0.7984154929577465,0.166875,0,0,0,0,0,0,0,0,0,0,5307,0,0.8403675931173911,5307,1
215,1,0.09375,0.11047535211267606,0.09375,0,0,0,0,1,0,0,0,0,0,6286,0,0.03933203817314626,6286,0
216,0,0.125,0.5303697183098591,0.25,0,1,0,0,0,0,0,0,0,0,3549,1,0.9864890167145999,3549,1
217,0,0.1875,0.019366197183098594,0.1875,0,0,0,0,0,0,0,0,0,0,8925,0,0.426806635376234,8925,0
218,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,3185,1,0.7942522783937597,3185,1
219,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,2932,1,0.8656973536826565,2932,1
220,0,0.0625,0.08318661971830986,0.0625,0,0,0,1,0,0,0,0,0,0,8965,0,0.20586453983589276,8965,0
221,0,0.1875,0.14172535211267606,0.1875,0,0,1,0,0,0,0,0,0,0,3418,0,0.1557348157330675,3418,0
222,0,0.09375,0.19014084507042253,0.09375,0,0,0,0,1,0,0,0,0,0,7335,0,0.18972574779002613,7335,0
223,0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,5699,1,0.9840668127748161,5699,1
224,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,9089,1,0.1045658048383487,9089,0
225,0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,6127,1,0.8656973536826565,6127,1
226,0,0.21875,0.021566901408450703,0.4375,0,0,0,1,0,0,0,0,0,0,771,0,0.08730262381753298,771,0
227,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,3938,0,0.1631734653873947,3938,0
